0.013286,51
1,1.1168
1.0807,1.1286
1.1204,1.1352
1.2408,1.1545
1.3612,1.1734
1.3867,1.1776
1.4816,1.1964
1.602,1.2231
1.6152,1.2265
1.7224,1.2603
1.7625,1.2755
1.8429,1.3116
1.8666,1.3245
1.9465,1.3735
1.9633,1.3846
2.0116,1.4224
2.0737,1.4714
2.0837,1.4793
2.1292,1.5204
2.1875,1.5694
2.2041,1.5826
2.2443,1.6184
2.3055,1.6673
2.3245,1.6815
2.3672,1.7163
2.4346,1.7653
2.4449,1.7724
2.5014,1.8143
2.5653,1.8565
2.5748,1.8633
2.6476,1.9122
2.6857,1.936
2.724,1.9612
2.8044,2.0102
2.8061,2.0112
2.8818,2.0592
2.9265,2.0857
2.9625,2.1082
3.0456,2.1571
3.0469,2.158
3.1247,2.2061
3.1673,2.2312
3.2063,2.2551
3.2878,2.3027
3.2901,2.3041
3.3708,2.3531
3.4082,2.3746
3.4543,2.402
3.5286,2.4438
3.5411,2.451
3.6293,2.5
0.013286,51
6.9,1.2061
6.8493,1.1776
6.7796,1.1409
6.7569,1.1286
6.661,1.0796
6.6592,1.0787
6.5645,1.0306
6.5388,1.0183
6.4632,0.98163
6.4184,0.96103
6.3568,0.93265
6.298,0.90683
6.2446,0.88367
6.1776,0.85571
6.1258,0.83469
6.0571,0.80765
5.999,0.78571
5.9367,0.76268
5.8623,0.73673
5.8163,0.72085
5.7128,0.68776
5.6959,0.68232
5.5755,0.64609
5.5489,0.63878
5.4551,0.61226
5.3648,0.5898
5.3347,0.58198
5.2143,0.55347
5.1535,0.54082
5.0939,0.52752
4.9735,0.50375
4.9047,0.49184
4.8531,0.48196
4.7327,0.46126
4.6122,0.4431
4.6105,0.44286
4.4918,0.42341
4.3714,0.40478
4.3019,0.39388
4.251,0.38447
4.1306,0.3603
4.0639,0.3449
4.0102,0.32988
3.9103,0.29592
3.8898,0.2875
3.8104,0.24694
3.7694,0.22228
3.7367,0.19796
3.6774,0.14898
3.649,0.12427
3.6256,0.1
0.026561,58
1,0.95767
1.1204,0.97431
1.1832,0.98163
1.2408,0.98918
1.3612,1.0029
1.4816,1.0151
1.602,1.0268
1.64,1.0306
1.7224,1.0406
1.8429,1.0576
1.9633,1.0796
1.9633,1.0796
2.0837,1.1155
2.116,1.1286
2.2041,1.1745
2.2087,1.1776
2.2703,1.2265
2.3232,1.2755
2.3245,1.2768
2.3658,1.3245
2.4085,1.3735
2.4449,1.4131
2.4525,1.4224
2.4953,1.4714
2.5434,1.5204
2.5653,1.5405
2.5939,1.5694
2.6482,1.6184
2.6857,1.6486
2.7074,1.6673
2.7697,1.7163
2.8061,1.7423
2.8366,1.7653
2.9076,1.8143
2.9265,1.8266
2.9805,1.8633
3.0469,1.9047
3.0585,1.9122
3.137,1.9612
3.1673,1.9793
3.2177,2.0102
3.2878,2.0511
3.3013,2.0592
3.3844,2.1082
3.4082,2.1218
3.4682,2.1571
3.5286,2.1914
3.554,2.2061
3.6409,2.2551
3.649,2.2596
3.7276,2.3041
3.7694,2.3268
3.8177,2.3531
3.8898,2.3908
3.9116,2.402
4.0102,2.4509
4.0104,2.451
4.1145,2.5
0.026561,60
6.9,1.482
6.8853,1.4714
6.812,1.4224
