0.00022838,107
1.81,37.641
1.9549,36.829
2.2883,35.682
2.5304,35.098
2.7679,34.536
3.2508,33.674
3.4324,33.389
3.9712,32.66
4.3613,32.242
4.6916,31.899
5.412,31.318
5.7826,31.095
6.1324,30.86
6.8529,30.49
7.5733,30.233
8.2937,30.058
9.0141,29.948
9.0182,29.948
9.7345,29.862
10.455,29.835
11.175,29.863
11.896,29.942
11.928,29.948
12.616,30.033
13.337,30.162
14.057,30.34
14.777,30.582
15.498,30.907
15.829,31.095
16.218,31.271
16.939,31.685
17.656,32.242
17.659,32.243
18.379,32.794
18.984,33.389
19.1,33.496
19.82,34.236
20.081,34.536
20.541,35.059
21.044,35.682
21.261,35.956
21.93,36.829
21.981,36.899
22.702,37.838
22.81,37.976
23.422,38.766
23.705,39.123
24.143,39.678
24.619,40.27
24.863,40.576
25.537,41.417
25.583,41.477
26.304,42.405
26.423,42.564
27.024,43.442
27.198,43.711
27.745,44.691
27.834,44.858
28.346,46.005
28.465,46.338
28.758,47.152
29.083,48.299
29.186,48.723
29.371,49.446
29.641,50.593
29.906,51.724
29.91,51.74
30.241,52.887
30.591,54.033
30.626,54.135
31.012,55.18
31.347,56.065
31.452,56.327
31.941,57.474
32.067,57.754
32.475,58.621
32.788,59.273
33.034,59.768
33.508,60.722
33.606,60.915
34.175,62.062
34.228,62.175
34.721,63.209
34.949,63.774
35.193,64.356
35.579,65.503
35.669,65.843
35.905,66.65
36.143,67.797
36.293,68.944
36.37,70.091
36.382,71.238
36.331,72.384
36.21,73.531
36.005,74.678
35.692,75.825
35.669,75.892
35.309,76.972
34.949,77.765
34.776,78.119
34.228,79.039
34.069,79.266
33.508,79.987
33.075,80.413
32.788,80.694
32.067,81.237
31.45,81.56
0.00022838,68
1.81,42.271
1.8493,42.564
2.0993,43.711
2.4939,44.858
2.5304,44.943
2.9811,46.005
3.2508,46.497
3.6359,47.152
3.9712,47.644
4.4885,48.299
4.6916,48.544
5.412,49.289
5.5892,49.446
6.1324,49.96
6.8529,50.51
6.9712,50.593
7.5733,51.087
8.2937,51.593
8.5143,51.74
9.0141,52.154
9.7345,52.705
9.9775,52.887
10.455,53.343
11.175,54.001
11.21,54.033
11.896,54.862
12.152,55.18
12.616,55.905
12.863,56.327
13.337,57.319
13.401,57.474
13.789,58.621
14.057,59.523
14.117,59.768
14.369,60.915
14.614,62.062
14.777,62.808
14.851,63.209
15.074,64.356
15.334,65.503
15.498,66.129
15.618,66.65
15.932,67.797
16.218,68.641
16.312,68.944
16.731,70.091
16.939,70.571
17.209,71.238
17.659,72.175
17.754,72.384
18.342,73.531
18.379,73.6
18.961,74.678
19.1,74.914
19.64,75.825
19.82,76.11
20.396,76.972
20.541,77.18
21.261,78.113
21.266,78.119
21.981,78.967
22.286,79.266
22.702,79.692
23.422,80.291
23.598,80.413
24.143,80.835
24.863,81.267
25.515,81.56
0.00045676,173
31.001,79.266
30.626,79.481
29.906,79.762
29.186,79.921
28.465,79.979
27.745,79.944
27.024,79.818
26.304,79.596
25.583,79.267
25.582,79.266
24.863,78.889
24.143,78.384
23.833,78.119
23.422,77.779
22.702,77.043
22.64,76.972
21.981,76.2
21.702,75.825
21.261,75.201
20.921,74.678
20.541,74.043
20.245,73.531
19.82,72.721
19.644,72.384
19.106,71.238
19.1,71.222
18.597,70.091
18.379,69.522
18.147,68.944
17.751,67.797
17.659,67.494
17.388,66.65
17.081,65.503
16.939,64.878
16.809,64.356
16.565,63.209
16.359,62.062
16.218,61.18
16.17,60.915
15.973,59.768
15.771,58.621
15.537,57.474
15.498,57.323
15.2,56.327
14.777,55.287
14.728,55.18
14.057,54.103
14.009,54.033
13.337,53.292
12.953,52.887
12.616,52.614
11.896,52.031
11.545,51.74
11.175,51.498
10.455,51.003
9.904,50.593
9.7345,50.489
9.0141,50.025
8.2937,49.488
8.2394,49.446
7.5733,48.982
6.8529,48.371
6.7755,48.299
6.1324,47.717
5.6238,47.152
5.412,46.901
4.7643,46.005
4.6916,45.886
4.1188,44.858
3.9712,44.504
3.6455,43.711
3.3316,42.564
3.2508,42.066
3.133,41.417
3.0516,40.27
3.0944,39.123
3.2508,38.098
3.2677,37.976
3.557,36.829
3.9712,35.825
4.0339,35.682
4.6916,34.585
4.7272,34.536
5.412,33.718
5.7785,33.389
6.1324,33.082
6.8529,32.606
7.5733,32.277
7.6788,32.242
8.2937,32.005
9.0141,31.822
9.7345,31.716
10.455,31.673
11.175,31.683
11.896,31.744
12.616,31.857
13.337,32.026
13.99,32.242
14.057,32.259
14.777,32.504
15.498,32.834
16.218,33.275
16.374,33.389
16.939,33.764
17.659,34.38
17.819,34.536
18.379,35.075
18.915,35.682
19.1,35.901
19.817,36.829
19.82,36.834
20.541,37.848
20.631,37.976
21.261,38.942
21.383,39.123
21.981,40.078
22.11,40.27
22.702,41.213
22.84,41.417
23.422,42.325
23.588,42.564
24.143,43.422
24.339,43.711
24.863,44.557
25.052,44.858
25.583,45.828
25.679,46.005
26.199,47.152
26.304,47.431
26.624,48.299
26.977,49.446
27.024,49.605
27.311,50.593
27.655,51.74
27.745,51.998
28.047,52.887
28.465,53.989
28.482,54.033
28.968,55.18
29.186,55.664
29.479,56.327
29.906,57.266
30.001,57.474
30.548,58.621
30.626,58.777
31.13,59.768
31.347,60.181
31.737,60.915
32.067,61.529
32.354,62.062
32.788,62.892
32.951,63.209
33.49,64.356
33.508,64.4
33.966,65.503
34.228,66.328
34.334,66.65
34.62,67.797
34.8,68.944
34.889,70.091
34.893,71.238
34.811,72.384
34.632,73.531
34.335,74.678
34.228,74.981
33.916,75.825
33.508,76.641
33.317,76.972
32.788,77.736
32.45,78.119
32.067,78.518
31.347,79.076
31.001,79.266
0.00068515,163
29.574,78.119
29.186,78.236
28.465,78.329
27.745,78.305
27.024,78.169
26.875,78.119
26.304,77.943
25.583,77.614
24.863,77.162
24.62,76.972
24.143,76.602
23.422,75.904
23.351,75.825
22.702,75.072
22.406,74.678
21.981,74.067
21.64,73.531
21.261,72.874
20.989,72.384
20.541,71.478
20.422,71.238
19.913,70.091
19.82,69.856
19.448,68.944
19.1,67.96
19.04,67.797
18.664,66.65
18.379,65.625
18.344,65.503
18.055,64.356
17.818,63.209
17.659,62.267
17.622,62.062
17.453,60.915
17.318,59.768
17.2,58.621
17.076,57.474
16.939,56.524
16.906,56.327
16.628,55.18
16.218,54.174
16.152,54.033
15.498,53.098
15.331,52.887
14.777,52.386
14.057,51.785
14.001,51.74
13.337,51.323
12.616,50.862
12.216,50.593
11.896,50.419
11.175,50.001
10.455,49.537
10.322,49.446
9.7345,49.099
9.0141,48.617
8.5907,48.299
8.2937,48.092
7.5733,47.521
7.1748,47.152
6.8529,46.847
6.1324,46.032
6.1105,46.005
5.412,44.994
5.3287,44.858
4.7734,43.711
4.6916,43.467
4.3908,42.564
4.1713,41.417
4.0948,40.27
4.1546,39.123
4.3654,37.976
4.6916,37.022
4.7615,36.829
5.3848,35.682
5.412,35.643
6.1324,34.767
6.3825,34.536
6.8529,34.138
7.5733,33.692
8.2896,33.389
8.2937,33.387
9.0141,33.151
9.7345,33.008
10.455,32.94
11.175,32.936
11.896,32.991
12.616,33.106
13.337,33.285
13.637,33.389
14.057,33.512
14.777,33.796
15.498,34.177
16.022,34.536
16.218,34.664
16.939,35.231
17.403,35.682
17.659,35.94
18.379,36.781
18.419,36.829
19.1,37.758
19.252,37.976
19.82,38.893
19.965,39.123
20.541,40.168
20.601,40.27
21.2,41.417
21.261,41.553
21.785,42.564
21.981,42.991
22.363,43.711
22.702,44.423
22.936,44.858
23.422,45.869
23.494,46.005
24.013,47.152
24.143,47.483
24.469,48.299
24.863,49.399
24.879,49.446
25.271,50.593
25.583,51.401
25.706,51.74
26.204,52.887
26.304,53.074
26.765,54.033
27.024,54.502
27.364,55.18
27.745,55.882
27.969,56.327
28.465,57.281
28.561,57.474
29.145,58.621
29.186,58.698
29.742,59.768
29.906,60.074
30.359,60.915
30.626,61.395
30.997,62.062
31.347,62.684
31.637,63.209
32.067,64.026
32.237,64.356
32.757,65.503
32.788,65.583
33.189,66.65
33.497,67.797
33.508,67.856
33.712,68.944
33.813,70.091
33.805,71.238
33.683,72.384
33.508,73.202
33.436,73.531
33.046,74.678
32.788,75.221
32.45,75.825
32.067,76.373
31.521,76.972
31.347,77.144
30.626,77.677
29.906,78.023
29.574,78.119
0.00091353,153
30.887,75.825
30.626,76.063
29.906,76.526
29.186,76.802
28.465,76.926
27.745,76.919
27.024,76.793
26.304,76.548
25.583,76.179
25.073,75.825
24.863,75.677
24.143,75.043
23.801,74.678
23.422,74.244
22.885,73.531
22.702,73.263
22.157,72.384
21.981,72.066
21.546,71.238
21.261,70.624
21.016,70.091
20.551,68.944
20.541,68.915
20.126,67.797
19.82,66.858
19.751,66.65
19.415,65.503
19.131,64.356
19.1,64.202
18.891,63.209
18.705,62.062
18.574,60.915
18.494,59.768
18.461,58.621
18.461,57.474
18.472,56.327
18.444,55.18
18.379,54.676
18.286,54.033
17.831,52.887
17.659,52.67
16.939,51.9
16.767,51.74
16.218,51.394
